barcode,订单,在途库存,仓库
2019TX1910100110,RD201904260217,1,0001
2019TX191010016,RD201904260217,8,0001
2019TX1910100210,RD201904260217,10,0001
2019TX191010026,RD201904260217,10,0001
2019TX1910500110,RD201904260217,50,0001
2019TX1910500112,RD201904260217,51,0001
2019TX1910500114,RD201904260217,50,0001
2019TX191050016,RD201904260217,50,0001
2019TX191050018,RD201904260217,50,0001
2019TX1910500210,RD201904260217,50,0001
2019TX1910500214,RD201904260217,50,0001
2019TX191050026,RD201904260217,52,0001
2019TX191050028,RD201904260217,50,0001
2019TX1910600214,RD201904260217,5,0001
6971246190845,FO201904250022,6,0001
6971246190692,FO201904250020,1,0001
8801051704938,RD201904260241,4000,0001
8809559358509,RD201904260241,5000,0001
6970538585918,RD201904260242,11,0001
6970538585925,RD201904260242,13,0001
6970538585932,RD201904260242,1,0001
6970538585949,RD201904260242,13,0001
6970538585956,RD201904260242,48,0001
6970538585963,RD201904260242,56,0001
6970538585970,RD201904260242,7,0001
6970538585987,RD201904260242,22,0001
6970538585994,RD201904260242,11,0001
6970538586007,RD201904260242,7,0001
6970538586014,RD201904260242,3,0001
6970538586069,RD201904260242,3,0001
6970538585918,RD201904260245,350,0001
6970538585925,RD201904260245,950,0001
6970538585949,RD201904260245,650,0001
6970538585956,RD201904260245,500,0001
6970538585963,RD201904260245,1500,0001
6970538585970,RD201904260245,250,0001
6970538585987,RD201904260245,800,0001
6970538585994,RD201904260245,1150,0001
6970538586007,RD201904260245,700,0001
6970538586014,RD201904260245,800,0001
6970538586069,RD201904260245,10,0001
6937506201744,RD201904260255,4,0001
6937506201744,RD201904260256,2,0001
6937506208958,RD201904260258,154,0001
6937506208873,RD201904260260,1,0001
6937506208958,RD201904260260,22,0001
6937506208958,RD201904260263,15,0001
6928471322312,RD201904270011,180,0001
6923644281908,RD201904270017,2,0001
6923644283179,RD201904270019,3,0001
YJBOX000008,RD201904270024,20,0001
6971135300188,RD201904270032,4,0001
9415007038504,RD201904270044,12,0001
6951439952399,RD201904270049,1,0001
YJBOX000051,RD201904280003,160,0001
6927564013908,RD201904280007,904,0001
JSOLM18SD206JS025178DN29,RD201904280008,1,0001
JSOLM18SD206JS025178DN30,RD201904280008,1,0001
JSOLM18SD206JS025178DN31,RD201904280008,1,0001
JSOLM18SD206JS025178DN32,RD201904280008,3,0001
JSOLM18SD206JS025178DN33,RD201904280008,2,0001
JSOLM18SD206JS025178DN34,RD201904280008,1,0001
JSOLM18SD206JS025178DN38,RD201904280008,1,0001
JSOLM18SD206JS025178DN42,RD201904280008,1,0001
JSOLM18SD206JS025270DN28,RD201904280008,1,0001
JSOLM18SD206JS025270DN29,RD201904280008,2,0001
JSOLM18SD206JS025270DN31,RD201904280008,2,0001
JSOLM18SD206JS025270DN32,RD201904280008,3,0001
JSOLM18SD206JS025270DN33,RD201904280008,3,0001
JSOLM18SD206JS025270DN34,RD201904280008,2,0001
JSOLM18SD206JS025270DN38,RD201904280008,1,0001
6917878030630,RD201904280011,24,0001
6917878030630,RD201904280012,15,0001
6917878030630,RD201904280013,29,0001
YJBOX000022,RD201904280014,20,0001
9300639999005,RD201904280017,1,0001
6923644284978,RD201904280021,2,0001
16926309211361,RD201904280024,3,0001
6956698300202,RD201904280026,1050,0001
6922560240907,RD201904280029,81,0001
6971223186991,RD201904280035,27,0001
6942700232999,RD201904280037,12,0001
6942700232999,RD201904280041,9,0001
6949602318455,RD201904280049,5,0001
6951439947234,RD201904280063,5504,0001
6901236357620,RD201904280065,6,0001
1910BF02002M01,RD201904280066,60,0001
1910BF02002M02,RD201904280066,180,0001
6931395809746,RD201904280068,96,0001
6931395809746,RD201904280072,48,0001
6951439947234,RD201904280076,5142,0001
6902062901216,RD201904280078,3,0001
6951439947234,RD201904280079,885,0001
Y82101,RD201904280087,19,0001
6927564012468,RD201904280090,13,0001
6943524512809,RD201904230152,19,0001
6927564012468,RD201904280096,5,0001
6970476840179,RD201904280097,40,0001
8996001303894,RD201904250055,48,0001
8801051154436,RD201904280116,4,0001
9415262806269,RD201904250188,650,0001
6944186630047,RD201904280128,54,0001
6944186667494,RD201904280128,5545,0001
6944186667500,RD201904280128,1740,0001
6944186667524,RD201904280128,1920,0001
6971877861190,RD201904280130,10,0001
6949602318431,RD201904280133,1,0001
6924431414509,RD201904250226,2,0001
6920999706667,RD201904250226,1,0001
6949602318431,RD201904280141,11,0001
6949602318455,RD201904280141,5,0001
6920174757545,RD201904280142,12,0001
6923644281564,RD201904280144,2,0001
6923644281564,RD201904280147,1,0001
6971020341050,RD201904280150,380,0001
6971020341050,RD201904280151,113,0001
6945095201342,RD201904280152,1,0001
6971188160029,FO201904170015,137,0001
6971246190609,RD201904250015,1,0001
6971246191286,RD201904250015,1,0001
6971246191934,RD201904230051,4,0001
6971246196359,RD201904230051,1,0001
6971246198698,RD201904230051,8,0001
6922049734217,RD201904240174,18,0001
6907992512761,RD201904280169,6,0001
6971246191002,FO201904170013,848,0001
6948228803000,RD201904280183,1,0001
YJMH002,RD201904280183,1,0001
6951439952399,RD201904280186,2,0001
6922049734217,RD201904240177,40,0001
3700877500098,RD201904280194,10008,0001
6924882352542,RD201904280198,3,0001
6936687204148,RD201904290006,1,0001
6971385890088,RD201904290009,67,0001
6971385890095,RD201904290009,10,0001
6971385890095,RD201904290010,2,0001
6921761815808,RD201904290013,500,0001
6971063860464,RD201904290027,51,0001
1910XN7576BK09,RD201904290033,5,0001
1910XN8576BW06,RD201904290033,1,0001
1910XN8576BW08,RD201904290033,7,0001
6940797465368,RD201904290045,17,0001
6949602318424,RD201904290047,1,0001
6949602318455,RD201904290047,5,0001
6971328377775,RD201904290053,2,0001
6949055919773,RD201904290077,492,0001
6901236352380,RD201904290078,219,0001
6955150411340,RD201904290079,2,0001
6901236352380,RD201904290085,1,0001
9369998308507,RD201904290086,1000,0001
6901236354193,RD201904290089,5,0001
4005900530684,RD201904290093,19,0001
4005900530684,RD201904290096,7,0001
6928963109919,RD201904290100,10,0001
6907376832980,RD201904290133,5,0001
6907376832980,RD201904290136,11,0001
6901294360037,RD201904290140,12,0001
6907376832980,RD201904290142,8,0001
6971268810677,RD201904290145,6,0001
6923644281564,RD201904290146,2,0001
6971268810677,RD201904290147,15,0001
6971924510095,RD201904290149,3,0001
5060539051053,RD201904290149,1,0001
6949055974246,RD201904290153,2,0001
6971385890217,RD201904290154,18,0001
6971385890217,RD201904290156,9,0001
4713361320064,RD201904290159,24,0001
4713361320064,RD201904290160,2208,0001
6949602318448,RD201904290162,10,0001
6917878052755,RD201904290168,1,0001
7613033176159,RD201904290168,3,0001
7613033589959,RD201904290168,1,0001
7613035955998,RD201904290168,1,0001
7613035956032,RD201904290168,1,0001
6958216812679,RD201904290187,31,0001
PN201809120009,RD201904290188,2,0001
6920174742954,RD201904290191,128,0001
6949602318455,RD201904290200,17,0001
5391523054171,RD201904290204,360,0001
5391523054188,RD201904290204,26,0001
5712449000019,RD201904290204,360,0001
5712449000026,RD201904290204,1998,0001
6932904709014,RD201904290204,120,0001
6922049734200,RD201904290209,60,0001
PLQW7467-6,RD201904290210,5,0001
PLQW7467-7,RD201904290210,4,0001
PLQW9327-15,RD201904290210,1,0001
PLQW9327-7,RD201904290210,8,0001
PLQW9327-8,RD201904290210,4,0001
6922049734200,RD201904290211,85,0001
6922049734200,RD201904290212,83,0001
201904160001,RD201904290212,9,0001
1910ST01706M07,RD201904290213,4,0001
1910ST01706M08,RD201904290213,10,0001
1910ST01706M09,RD201904290213,9,0001
1910ST01706M10,RD201904290213,3,0001
1910ST01706M11,RD201904290213,13,0001
1910ST01706M12,RD201904290213,11,0001
1910ST01706W07,RD201904290213,4,0001
1910ST01706W08,RD201904290213,10,0001
1910ST01706W09,RD201904290213,6,0001
1910ST01706W10,RD201904290213,18,0001
1910ST01706W11,RD201904290213,27,0001
1910ST01706W12,RD201904290213,15,0001
6970037310028,RD201904290224,6,0001
6970037310028,RD201904290228,8,0001
YJBOX000035,RD201904300004,60,0001
YJBOX000035,RD201904300005,160,0001
YJBOX000006,RD201904300005,110,0001
YJBOX000010,RD201904300005,20,0001
YJBOX000022,RD201904300005,7,0001
YJBOX000028,RD201904300006,160,0001
6970887890497,RD201904300007,572,0001
6939505852019,RD201904300011,3,0001
9300639999005,RD201904300017,8,0001
6970183921185,RD201904300023,18,0001
8804014224894,RD201904300026,640,0001
6970183921338,RD201904300028,36,0001
YJBOX000004,RD201904300037,120,0001
YJBOX000014,RD201904300037,440,0001
6971246193068,RD201904300040,2,0001
6971246193068,RD201904300042,2,0001
6971246193068,RD201904300044,12,0001
4897097140063,RD201904300045,9,0001
6901236352380,RD201904300051,75,0001
6923644282479,RD201904300062,3,0001
6923644282028,RD201904300064,1,0001
6923644283179,RD201904300066,4,0001
6901236357903,RD201904300102,3,0001
2019TX191050016,RD201904300104,1,0001
2019TX191050026,RD201904300104,107,0001
2019TX1910600114,RD201904300104,1,0001
2019TX191060016,RD201904300104,37,0001
2019TX1910600212,RD201904300104,8,0001
2019TX191060026,RD201904300104,103,0001
2019TX191060028,RD201904300104,70,0001
2019TX19101001L,RD201904300104,17,0001
2019TX19101001M,RD201904300104,300,0001
2019TX19101001S,RD201904300104,100,0001
2019TX19101001XL,RD201904300104,302,0001
2019TX19101001XS,RD201904300104,100,0001
2019TX19101001XXL,RD201904300104,110,0001
2019TX19101001XXXL,RD201904300104,101,0001
2019TX19101002L,RD201904300104,501,0001
2019TX19101002M,RD201904300104,500,0001
2019TX19101002XL,RD201904300104,400,0001
2019TX19101002XXL,RD201904300104,109,0001
2019TX19105001L,RD201904300104,940,0001
2019TX19105001M,RD201904300104,801,0001
2019TX19105001S,RD201904300104,318,0001
2019TX19105001XL,RD201904300104,1110,0001
2019TX19105001XS,RD201904300104,11,0001
2019TX19105001XXL,RD201904300104,701,0001
2019TX19105001XXXL,RD201904300104,900,0001
2019TX19105002L,RD201904300104,1200,0001
2019TX19105002M,RD201904300104,1200,0001
2019TX19105002S,RD201904300104,510,0001
2019TX19105002XL,RD201904300104,1111,0001
2019TX19105002XS,RD201904300104,202,0001
2019TX19105002XXL,RD201904300104,555,0001
2019TX19105002XXXL,RD201904300104,410,0001
2019TX19106001L,RD201904300104,1106,0001
2019TX19106001M,RD201904300104,900,0001
2019TX19106001S,RD201904300104,500,0001
2019TX19106001XL,RD201904300104,1206,0001
2019TX19106001XXL,RD201904300104,1067,0001
2019TX19106001XXXL,RD201904300104,215,0001
2019TX19106002M,RD201904300104,300,0001
2019TX19106002XL,RD201904300104,220,0001
2019TX19106002XXL,RD201904300104,12,0001
2019TX19106002XXXL,RD201904300104,2,0001
2019TX19106008XS,RD201904300104,100,0001
2019TX19106008XXXL,RD201904300104,1,0001
6955520527183,FO201904290004,401,0001
6955520527183,FO201904290007,62,0001
6940893100378,RD201904300113,1,0001
6920177934806,RD201904300114,1,0001
6940893100378,RD201904300115,3,0001
6971502707794,RD201904300117,3,0001
6914621229693,RD201904300118,2,0001
6971385890583,RD201904300123,1120,0001
6971385890590,RD201904300123,480,0001
6902062901216,FO201904260002,30,0001
6941704413434,RD201904300129,3,0001
6941704413434,RD201904300132,24,0001
6941704413434,RD201904300133,5,0001
YB4036581531424,RD201904300136,1,0001
191TJL02033M02,RD201904300143,50,0001
6901236352380,RD201904300148,1,0001
8712045031759,RD201904300151,6,0001
6951439952399,RD201904300159,10,0001
6920177962878,RD201904300162,2,0001
6920177962885,RD201904300172,30,0001
6920177962878,RD201904300174,6,0001
6920177962885,RD201904300174,6,0001
6971246196656,RD201904300178,1,0001
6936024502265,RD201904300179,2,0001
YJBOX000051,RD201904300182,20,0001
6936024501206,RD201904300184,7,0001
6936024502265,RD201904300185,23,0001
6936024501213,RD201904300186,7,0001
6936024501206,RD201904300187,2,0001
6936024502265,RD201904300188,1,0001
6936024501213,RD201904300189,576,0001
YJBOX000009,RD201904300196,218,0001
6948852965242,FO201904290051,1164,0001
6948852966034,FO201904290039,4,0001
6948852966034,FO201904290050,8,0001
6917878030630,RD201904300208,6,0001
6936024501206,RD201904300215,11,0001
6936024502265,RD201904300216,7,0001
6936024501213,RD201904300217,2,0001
6948852964719,FO201904290034,268,0001
6948852966577,FO201904290034,97,0001
6948852964719,FO201904290046,225,0001
6948852966577,FO201904290046,17,0001
6948852955601,FO201904290040,2,0001
6948852964719,FO201904290037,36,0001
6948852964719,FO201904290047,7,0001
6948852966577,FO201904290047,1,0001
6948852964719,FO201904290036,4,0001
6948852966577,FO201904290036,6,0001
6948852964719,FO201904290035,2,0001
6948852966577,FO201904290035,21,0001
6948852964719,FO201904290045,59,0001
6948386900092,RD201904300219,192,0001
6924310412619,RD201904300219,720,0001
6924310412978,RD201904300219,2,0001
6907992514406,RD201904300222,9,0001
6907992514406,RD201904300223,13,0001
6907992513829,RD201904300228,5,0001
6907992513829,RD201904300230,1,0001
4260166014501,RD201904300235,15,0001
6927006130941,FO201904290015,51,0001
6927006130941,FO201904290016,4,0001
6907925887645,RD201904300246,1,0001
6937506208873,RD201904300247,1,0001
6937506208958,RD201904300247,32,0001
6949602318448,RD201904300248,1,0001
6945858219492,RD201904300250,903,0001
6922638604440,RD201904300271,4,0001
6922638604457,RD201904300271,2,0001
6922638604549,RD201904300271,2,0001
9415262806269,FO201904290018,2,0001
9415007040132,FO201904290021,17,0001
9415007040149,FO201904290021,6,0001
6949926701261,FO201904290022,142,0001
6949926799329,FO201904290024,39,0001
6934245200120,FO201904290027,14,0001
6949926701261,FO201904290023,3,0001
9415007040132,FO201904290020,63,0001
6949123362289,RD201904300288,1,0001
6949123362296,RD201904300288,8,0001
6949123362296,RD201904300290,1,0001
YJHY190424005,RD201904300296,1,0001
6971246191538,RD201905010007,560,0001
6971246199190,RD201905010009,8,0001
6970269900066,RD201905010014,4,0001
6970269900066,RD201905010022,1,0001
6971246193563,FO201904300018,2,0001
6971246195628,FO201904300019,103,0001
YSDX20190138,RD201905020003,3,0001
YSDX20190139,RD201905020003,2,0001
YSDX20190140,RD201905020003,2,0001
YSDX20190141,RD201905020003,2,0001
YSDX20190142,RD201905020003,2,0001
YSDX20190144,RD201905020003,1,0001
YSDX20193038,RD201905020003,1,0001
YSDX20193040,RD201905020003,2,0001
YSDX20193041,RD201905020003,2,0001
YSDX20193042,RD201905020003,1,0001
YSDX20193043,RD201905020003,2,0001
YSDX20195739,RD201905020003,4,0001
YSDX20195740,RD201905020003,3,0001
YSDX20195741,RD201905020003,2,0001
YSDX20195742,RD201905020003,1,0001
YSDX20195744,RD201905020003,3,0001
YSDX20196039,RD201905020003,1,0001
YSDX20196040,RD201905020003,1,0001
YSDX20196041,RD201905020003,2,0001
YSDX20196044,RD201905020003,1,0001
YSDX20197239,RD201905020003,2,0001
YSDX20197240,RD201905020003,3,0001
YSDX20197242,RD201905020003,1,0001
YSDX20198238,RD201905020003,4,0001
YSDX20198239,RD201905020003,14,0001
YSDX20198240,RD201905020003,12,0001
YSDX20198241,RD201905020003,11,0001
YSDX20198242,RD201905020003,5,0001
YSDX20198243,RD201905020003,6,0001
YSDX20198244,RD201905020003,6,0001
YSDX20199038,RD201905020003,1,0001
YSDX20199039,RD201905020003,1,0001
YSDX20199040,RD201905020003,1,0001
YSDX20199041,RD201905020003,6,0001
YSDX20199043,RD201905020003,2,0001
1185011001183043,RD201905020004,4,0001
6971246193563,FO201904300017,3,0001
6971246191316,FO201904300016,1,0001
6971246193563,FO201904300016,2,0001
YJBOX000035,RD201905030003,135,0001
YJBOX000005,RD201905030003,220,0001
6945858204146,RD201905030010,18,0001
6907992513089,RD201905030039,9,0001
6907992513485,RD201905030041,4,0001
6902265470267,FO201904300028,1,0001
9315090207828,RD201905030043,8,0001
9315090207859,RD201905030044,15,0001
6971135301352,FO201904300007,160,0001
5391523054188,RD201905030058,26,0001
YJBOX000010,RD201905040002,34,0001
YJBOX000012,RD201905040002,1187,0001
YJBOX000023,RD201905040002,779,0001
YJBOX000028,RD201905040002,56,0001
6944186630047,RD201905040003,1,0001
6944186667517,RD201905040003,1,0001
6907619678214,RD201905040004,3,0001
YJBOX000027,RD201905040005,26,0001
YJBOX000032,RD201905040005,957,0001
YJBOX000013,RD201905040005,142,0001
6971385890583,RD201905040006,240,0001
6943524512052,RD201905040014,72,0001
6923644281564,RD201905040015,11,0001
6949602318394,RD201905040017,1,0001
6970313751309,FO201905030011,37,0001
6970313751309,FO201905030004,4,0001
6970313751309,FO201905030002,9,0001
6953188006774,FO201905030017,26,0001
6907619547664,RD201905040021,3,0001
9315090207828,RD201905040022,1,0001
6923615512895,RD201905040029,5,0001
6923615512895,RD201905040031,23,0001
60000000108816,RD201905040030,576,0001
6949602318448,RD201905040032,61,0001
6949602318394,RD201905040033,70,0001
6935820491643,RD201905040038,1,0001
6935820491636,RD201905040039,1,0001
6935820491643,RD201905040039,2,0001
6935820491643,RD201905040043,5,0001
6923615512895,RD201905040046,36,0001
9315090207828,RD201905040047,1,0001
9315090207859,RD201905040048,2,0001
6971385890217,RD201905040049,31,0001
6923615512895,RD201905040052,2,0001
6921338730206,RD201905040053,7,0001
6924310412978,RD201905040053,1,0001
6948386900092,RD201905040053,8,0001
6948386900092,RD201905040054,56,0001
6921338730206,RD201905040054,1,0001
6924310412886,RD201905040054,7,0001
6907619547664,RD201905040058,2,0001
6907619580203,RD201905040058,2,0001
6907619678214,RD201905040058,8,0001
6923615512895,RD201905050003,15,0001
6923615512895,RD201905050004,30,0001
6936721900449,RD201905050009,9,0001
6971135300645,RD201905050010,6,0001
6971135300645,RD201905050016,2,0001
6901236357903,RD201905050023,1,0001
6922560240907,RD201905050024,17,0001
6901236357903,RD201905050027,1,0001
6907992514895,RD201905050030,6,0001
6907992514901,RD201905050030,44,0001
ZB403020,RD201905050031,1200,0001
ZB403020,RD201905050032,1420,0001
6936721900449,RD201905050035,6,0001
6949602318417,RD201905050037,39,0001
6907992514895,RD201905050043,21,0001
8716677005744,RD201905050050,282,0001
8716677005751,RD201905050050,300,0001
8716677005768,RD201905050050,2700,0001
6923644286330,RD201905050052,1,0001
6901642045098,RD201905050067,1,0001
6949602318394,RD201905050071,18,0001
6949602318417,RD201905050071,14,0001
6907992631301,RD201905050074,4,0001
6907992633350,RD201905050074,120,0001
803934765193,RD201905050078,2,0001
6949602318417,RD201905050079,2,0001
6949602318417,RD201905050083,6,0001
6930596821526,RD201905050096,2,0001
6923644281564,RD201905050097,12,0001
4260290262175,RD201905050098,22,0001
7613036656450,RD201905050099,1,0001
6923589466170,RD201905050101,2,0001
YJHY190424003,RD201905050107,22,0001
4260290262175,RD201905050109,28,0001
YJBOX000029,RD201905050111,300,0001
YJBOX000030,RD201905050111,520,0001
YJBOX000003,RD201905050111,50,0001
4260290262175,RD201905050112,3,0001
6956907411071,RD201905050114,1,0001
4260290262175,RD201905050116,176,0001
6923615512895,RD201905050120,2,0001
6971063860396,RD201905050121,304,0001
6971063860396,RD201905050122,1,0001
6923589466170,RD201905050123,4,0001
6925959406137,RD201905050126,2,0001
6925959406137,RD201905050127,1,0001
6928926000895,RD201905050141,24,0001
850005166290,RD201905050150,2,0001
4892396300729,RD201905050163,2,0001
4892396300736,RD201905050163,2,0001
4892396401204,RD201905050163,1,0001
6907992514178,RD201905050166,11,0001
4892396300712,RD201905050171,1,0001
4892396300859,RD201905050171,35,0001
4892396300866,RD201905050171,4,0001
4892396401204,RD201905050171,3,0001
8852023664101,RD201905050171,4,0001
8852023665481,RD201905050171,2,0001
8852023665511,RD201905050171,6,0001
8852023665481,RD201905050173,1,0001
4892396300729,RD201905050173,24,0001
4892396300859,RD201905050173,24,0001
4892396300866,RD201905050173,96,0001
4892396401211,RD201905050173,24,0001
16934660558858,RD201905050180,1,0001
6923615512895,RD201905050181,17,0001
16934660558858,RD201905050185,17,0001
16934660551095,RD201905050187,1,0001
16934660551095,RD201905050188,1,0001
16934660551095,RD201905050189,14,0001
16934660558858,RD201905050192,19,0001
6949602316574,RD201905050193,2,0001
6949602316598,RD201905050193,2,0001
6949602318417,RD201905050194,76,0001
6943136006314,RD201905050201,1,0001
6931183901232,RD201905050213,1,0001
6923615512895,RD201905050215,4,0001
6923615512895,RD201905050219,3,0001
6925350514363,RD201905050220,12,0001
6925350514363,RD201905050227,2,0001
6940477429062,RD201905050230,1,0001
6949926781546,FO201904300033,6,0001
6934245200120,FO201904300038,9,0001
6931395809746,RD201905050244,1,0001
6924431414509,RD201905050245,2,0001
6924431414509,RD201905050247,1,0001
6921761838517,RD201905060002,322,0001
6921988351189,RD201905060006,1,0001
6971385890583,RD201905060011,4640,0001
6971385890590,RD201905060011,1520,0001
6949926781546,FO201904300031,2,0001
6951439947234,RD201905060022,9,0001
6948043430887,RD201905060026,1,0001
6949926781546,FO201904300032,1,0001
6949926701261,FO201904300035,335,0001
6923589446950,RD201905060038,1,0001
6923589446974,RD201905060038,6,0001
6923589447872,RD201905060038,5,0001
6923615512895,RD201905060039,2,0001
6923589446981,RD201905060040,2,0001
6923589446998,RD201905060040,1,0001
6923589420097,RD201905060043,154,0001
6923589440408,RD201905060043,45,0001
6923589440415,RD201905060043,15,0001
6923589440439,RD201905060043,21,0001
6923589441320,RD201905060043,1,0001
6923589441337,RD201905060043,2,0001
6923589441344,RD201905060043,2,0001
6923589441351,RD201905060043,1,0001
6923589443621,RD201905060043,244,0001
6923589443638,RD201905060043,393,0001
6971549480643,RD201905060078,1,0001
YJBOX000023,RD201905060079,984,0001
6924444241475,FO201905050006,2073,0001
6924444241475,FO201905050009,1953,0001
6924444241475,FO201905050005,1432,0001
6924444241475,FO201905050008,749,0001
6971511850788,FO201905050020,3,0001
8804014223538,RD201905060086,660,0001
6941704417906,RD201905060093,2,0001
6934834100404,RD201905060093,3,0001
6970269900066,RD201905060094,12,0001
6949926799329,FO201904300037,11,0001
6971246191507,RD201905060096,1,0001
6971246190845,RD201905060099,14,0001
6971246199039,RD201905060099,6,0001
6971246190845,RD201905060101,4,0001
6971246199039,RD201905060101,2152,0001
6971246193020,RD201905060102,2,0001
6971246196656,RD201905060103,2,0001
6971246193020,RD201905060104,2,0001
6971246196656,RD201905060104,6,0001
YJBOX000051,RD201905060112,71,0001
YJBOX000015,RD201905060113,100,0001
YJBOX000011,RD201905060120,5000,0001
YJBOX000004,RD201905060122,49,0001
YJBOX000007,RD201905060122,307,0001
YJBOX000008,RD201905060122,129,0001
YJBOX000028,RD201905060122,134,0001
YJBOX000035,RD201905060123,202,0001
YJBOX000012,RD201905060123,1353,0001
6923589447865,RD201905060130,1,0001
6923589447889,RD201905060130,7,0001
6923589448763,RD201905060130,1,0001
6923589446981,RD201905060132,3,0001
6923589446998,RD201905060132,2,0001
6923589441344,RD201905060136,2,0001
6923589443515,RD201905060136,156,0001
6923589443621,RD201905060136,422,0001
6923589443638,RD201905060136,412,0001
6923589445854,RD201905060136,1441,0001
6923589445861,RD201905060136,2376,0001
6923589445878,RD201905060136,998,0001
6923589446578,RD201905060136,996,0001
6923589446950,RD201905060136,744,0001
6923589446974,RD201905060136,2227,0001
6944186630047,RD201905060144,80,0001
6971063860112,RD201905060146,3341,0001
6949602318400,RD201905060155,27,0001
6949602318400,RD201905060156,2,0001
YJBOX000006,RD201905060158,53,0001
YJBOX000020,RD201905060158,323,0001
6904915642987,RD201905060159,2,0001
6971246195826,RD201905060160,1450,0001
6971246195826,RD201905060161,5,0001
6971246195826,RD201905060162,22,0001
YJBOX000023,RD201905060179,331,0001
YJBOX000007,RD201905060183,64,0001
YJBOX000010,RD201905060183,114,0001
YJBOX000015,RD201905060183,187,0001
6951114656093,RD201905060185,660,0001
6944186667593,RD201905060186,60,0001
6945858204009,RD201905060196,56,0001
6945858204009,RD201905060201,1,0001
6955425266019,RD201905060208,2,0001
6944186667548,RD201905060213,731,0001
6944186667562,RD201905060213,241,0001
6944186667579,RD201905060213,826,0001
6944186667586,RD201905060213,221,0001
6907992513393,RD201905060214,2,0001
6907992513393,RD201905060216,36,0001
6907992513409,RD201905060218,14,0001
6907992513409,RD201905060219,19,0001
6944186667524,RD201905060221,2,0001
6907992513409,RD201905060222,3,0001
6907992513393,RD201905060223,6,0001
6907992513393,RD201905060225,28,0001
6907992513409,RD201905060226,38,0001
6910019018764,RD201905060236,24,0001
6910019018788,RD201905060236,24,0001
6910019012656,RD201905060249,1,0001
6910019015213,RD201905060250,36,0001
6910019005344,RD201905060252,1,0001
6910019012656,RD201905060252,3,0001
16926309211361,RD201905070003,1,0001
YJBOX000010,RD201905070004,360,0001
YJBOX000014,RD201905070004,400,0001
6941704417906,RD201905070007,14,0001
6934834100404,RD201905070007,10,0001
6936024501213,RD201905070017,1,0001
6971511850788,FO201905060017,40,0001
6971511850788,FO201905060016,12296,0001
6925270591284,RD201905070033,1,0001
6920883088909,FO201905060027,3,0001
6920883089326,FO201905060027,3,0001
6920883088909,FO201905060032,8,0001
6920883089326,FO201905060030,1,0001
6920883088909,FO201905060022,15,0001
6949044607131,RD201905070063,8,0001
6916079880181,RD201905070063,74,0001
6916079880181,RD201905070064,8,0001
6970549784638,RD201905070064,1,0001
6923074050815,RD201905070067,1,0001
6923074063754,RD201905070067,6,0001
6970549784638,RD201905070068,30,0001
6923074049321,RD201905070070,1,0001
6923074053090,RD201905070071,40,0001
6923074059931,RD201905070071,1,0001
6923074060418,RD201905070071,6,0001
6923074069060,RD201905070071,45,0001
6970128543021,RD201905070073,1,0001
BS4987072066447,RD201905070075,360,0001
6971246190609,RD201905070079,3,0001
6971246199091,RD201905070079,18,0001
6971246194010,RD201905070080,135,0001
6971246190067,RD201905070081,3,0001
6971246190609,RD201905070081,2,0001
6971246191286,RD201905070081,29,0001
6971246196977,RD201905070081,1,0001
6971246197301,RD201905070084,8,0001
ceshi002,RD201905070092,3,0001
6948043425562,FO201905050012,48,0001
6948043425562,FO201905050014,1,0001
6971246197301,RD201905070109,1,0001
6971246197301,RD201905070110,24,0001
YJHY190424002,RD201905070114,54,0001
6940477429277,RD201905070148,2,0001
6928471322336,RD201905070155,16,0001
6928471322336,RD201905070156,4,0001
6928471322336,RD201905070159,3,0001
6949602318417,RD201905070160,2,0001
6971385890231,RD201905070165,1,0001
YJBOX000006,RD201905070166,120,0001
YJBOX000024,RD201905070166,45,0001
YJBOX000051,RD201905070166,50,0001
YJBOX000035,RD201905070167,150,0001
6951439944745,RD201905070168,4,0001
6970269900066,RD201905070169,7,0001
6936024501213,RD201905070182,61,0001
6923958200466,RD201905070183,19,0001
6923958200473,RD201905070196,5,0001
6936024501206,RD201905070202,6,0001
6923958200442,RD201905070205,30,0001
4100290001995,RD201905070206,21,0001
4100290001995,RD201905070208,1,0001
4100290001995,RD201905070210,17,0001
4100290098247,RD201905070214,2,0001
4100290098247,RD201905070215,75,0001
6942700232999,RD201905070216,1,0001
6923120620863,RD201905070217,2700,0001
4100290098247,RD201905070218,3,0001
4100290098247,RD201905070219,80,0001
6923392175061,RD201905070220,29,0001
YJBOX000024,RD201905070222,30,0001
YJBOX000024,RD201905070224,5,0001
YJBOX000027,RD201905070224,7,0001
YJBOX000032,RD201905070224,32,0001
YJBOX000005,RD201905070224,35,0001
YJBOX000006,RD201905070224,185,0001
YJBOX000010,RD201905070224,720,0001
YJBOX000011,RD201905070224,35,0001
YJBOX000012,RD201905070224,105,0001
YJBOX000013,RD201905070224,260,0001
6916079880181,RD201905070225,18,0001
6970549780425,RD201905070226,5,0001
YJBOX000012,RD201905070228,18,0001
6930331891159,FO201905050011,3060,0001
6951651533468,RD201905070233,1368,0001
6949602318400,RD201905070237,3,0001
6936024501220,RD201905070240,4,0001
6951651533475,RD201905070241,48,0001
6951651533550,RD201905070261,616,0001
6914239202002,FO201905060019,8,0001
6914239206376,FO201905060019,5,0001
6914239202002,FO201905060018,109,0001
6914239206338,FO201905060018,14,0001
